,area,bedrooms,property_type,rooms,year_built
2998,127,4,1,5,1906
2999,152,4,0,5,2003
3000,78,2,1,3,2003
3001,60,2,1,3,1969
3002,72,3,1,4,1993
3003,286,5,1,8,1912
3004,80,2,1,3,1992
3005,43,1,1,2,1906
3006,150,3,1,5,1906
3007,71,1,1,3,1939
3008,124,4,1,5,2005
3009,37,1,1,2,1912
3010,51,2,1,3,1906
3011,70,2,1,3,1906
3012,125,2,1,3,2005
3013,86,2,1,3,2007
3014,67,2,1,3,1971
3015,109,1,1,2,1899
3016,45,1,1,2,1935
3017,50,1,1,2,1905
3018,213,3,1,4,1906
3019,83,2,1,3,2001
3020,66,2,1,4,1986
3021,56,2,1,3,1906
3022,48,1,1,2,1900
3023,82,2,1,3,2004
3024,66,1,1,2,2008
3025,95,2,1,3,1960
3026,86,2,1,3,1907
3027,32,1,1,1,1906
3028,66,1,1,2,2008
3029,60,2,1,3,1963
3030,112,2,0,3,1997
3031,100,2,1,3,2003
3032,52,2,1,3,1928
3033,56,2,1,3,1902
3034,50,1,1,2,2006
3035,74,2,1,3,1991
3036,46,1,1,2,1984
3037,93,2,1,3,2011
3038,69,2,1,3,1914
3039,92,3,1,4,1968
3040,102,3,1,5,1902
3041,23,1,1,1,1942
3042,65,2,1,3,1900
3043,80,1,1,2,1906
3044,182,4,1,7,1906
3045,152,3,1,4,1906
3046,110,4,0,5,1981
3047,138,3,1,4,2006
3048,126,3,1,4,1938
3049,77,2,1,3,1989
3050,80,1,1,2,1906
3051,39,1,1,2,1911
3052,71,2,1,3,1957
3053,45,1,1,2,1900
3054,128,3,1,4,1989
3055,69,2,1,3,1922
3056,133,2,1,4,1750
3057,136,4,0,5,2008
3058,30,1,1,2,1930
3059,60,2,1,4,1931
3060,72,2,1,3,1906
3061,60,2,1,3,1906
3062,107,4,1,6,1928
3063,82,2,1,3,2012
3064,122,2,0,3,1906
3065,57,2,1,3,1906
3066,71,3,1,4,1954
3067,78,2,1,3,1906
3068,144,4,0,5,2009
3069,50,1,1,2,1916
3070,100,2,1,3,1998
3071,90,2,1,3,1995
3072,65,2,1,3,1889
3073,77,3,0,4,1960
3074,53,1,1,2,1925
3075,90,3,1,4,1993
3076,68,2,1,3,1987
3077,81,1,1,3,1998
3078,95,3,0,4,1987
3079,33,1,1,1,1960
3080,155,4,1,6,1906
3081,70,2,1,3,1981
3082,51,1,1,2,1906
3083,98,2,1,4,1981
3084,46,1,1,2,1906
3085,272,3,0,10,1865
3086,44,1,1,2,1906
3087,75,2,0,4,1939
3088,42,1,1,2,1985
3089,62,2,1,3,1931
3090,51,2,1,3,1905
3091,76,2,1,3,1906
3092,105,3,1,4,1992
3093,120,5,1,7,1923
3094,100,3,1,4,2007
3095,80,2,0,3,1991
3096,65,1,1,2,2000
3097,174,4,1,5,2013
3098,75,2,1,3,1935
3099,61,3,1,4,1950
3100,93,2,1,3,2006
3101,76,1,1,2,1981
3102,70,2,0,3,1958
3103,76,2,1,3,1906
3104,105,2,1,4,2002
3105,220,3,1,6,1875
3106,175,4,1,6,1906
3107,120,3,1,4,1720
3108,40,1,1,2,1925
3109,47,1,1,2,1906
3110,233,6,1,9,1906
3111,49,1,1,4,1937
3112,113,3,1,4,2005
3113,42,1,1,2,1906
3114,82,2,1,3,2016
3115,83,2,1,3,1900
3116,72,2,1,3,1986
3117,50,2,1,4,1934
3118,70,3,1,4,1945
3119,77,2,1,3,2000
3120,61,1,1,2,1985
3121,70,2,1,3,1930
3122,34,1,1,2,1965
3123,86,2,1,3,1994
3124,33,1,1,1,1966
3125,100,1,1,3,1906
3126,51,2,1,3,1931
3127,42,1,1,2,1965
3128,75,2,1,3,1983
3129,77,2,1,3,1997
3130,39,1,1,2,1925
3131,80,3,1,4,1968
3132,78,2,1,3,1975
3133,97,3,1,4,1981
3134,47,2,1,3,1925
3135,61,1,1,2,1885
3136,80,3,0,4,2003
3137,169,3,1,4,1923
3138,33,1,1,2,1965
3139,61,1,1,2,1987
3140,63,2,1,3,1906
3141,115,3,1,5,2004
3142,111,3,1,6,1906
3143,165,3,0,5,1963
3144,63,1,1,3,1925
3145,135,3,1,4,1966
3146,99,3,1,4,1960
3147,80,2,1,3,2001
3148,92,2,1,3,2006
3149,135,3,1,4,1966
3150,100,2,1,3,2005
3151,58,1,1,2,1986
3152,96,2,1,3,2001
3153,90,2,1,3,2005
3154,44,1,1,2,1905
3155,60,3,1,4,1970
3156,60,1,1,2,1986
3157,98,3,1,4,2009
3158,59,1,1,2,1906
3159,80,1,1,2,2013
3160,51,1,1,2,1923
3161,80,3,1,4,1957
3162,121,2,1,3,1893
3163,68,1,1,2,2008
3164,48,1,1,2,1913
3165,108,3,1,4,1906
3166,27,1,1,2,1926
3167,140,3,0,5,1906
3168,94,3,1,4,2001
3169,58,2,1,3,1935
3170,122,3,0,5,1895
3171,103,3,0,4,1920
3172,73,1,1,2,1982
3173,100,2,1,3,1938
3174,39,1,1,2,1910
3175,89,3,1,4,1906
3176,61,2,1,4,1930
3177,96,1,1,2,1906
3178,78,2,1,3,1963
3179,67,2,1,3,1912
3180,85,2,1,4,1930
3181,159,4,0,8,2006
3182,75,1,0,2,1972
3183,106,3,1,4,2002
3184,121,3,1,4,2004
3185,150,3,0,6,1998
3186,60,2,1,3,1906
3187,52,1,1,2,1998
3188,56,1,1,2,1906
3189,48,1,1,2,1953
3190,130,3,0,4,1998
3191,85,3,0,5,1931
3192,56,1,1,2,1988
3193,59,1,1,2,1988
3194,115,3,0,5,1993
3195,44,1,1,2,1906
3196,106,2,1,3,1927
3197,59,1,1,2,1988
3198,97,3,1,4,1969
3199,57,1,1,2,1933
3200,111,3,0,4,1993
3201,61,1,1,2,1988
3202,54,2,1,3,1934
3203,121,2,1,3,1763
3204,45,1,1,2,1913
3205,58,1,1,2,1913
3206,75,2,1,3,1958
3207,58,2,1,3,1983
3208,155,5,0,6,1760
3209,94,2,1,3,1999
3210,72,3,1,4,1960
3211,210,3,0,5,1973
3212,41,1,1,2,1971
3213,95,3,1,6,1906
3214,55,2,1,3,1907
3215,144,2,1,5,2001
3216,83,2,1,3,2006
3217,122,4,1,5,1970
3218,41,1,1,2,1985
3219,78,2,1,3,2008
3220,61,1,1,2,1906
3221,68,2,1,3,1962
3222,90,2,1,3,1998
3223,78,2,1,3,1906
3224,48,2,1,3,1931
3225,177,3,0,5,2009
3226,261,3,1,4,2001
3227,52,1,1,2,1906
3228,70,2,1,3,1906
3229,90,2,1,3,1998
3230,61,2,1,3,1906
3231,50,1,1,2,1990
3232,57,1,1,2,1887
3233,66,1,1,2,1925
3234,276,3,1,4,1896
3235,71,3,1,4,1933
3236,75,2,1,3,1912
3237,77,2,1,3,2005
3238,60,1,1,3,1935
3239,80,2,1,3,1991
3240,65,1,1,2,1975
3241,48,1,1,2,1981
3242,64,1,1,2,1906
3243,65,2,1,3,1965
3244,50,1,1,2,2007
3245,86,3,1,4,1983
3246,46,1,1,2,1906
3247,106,2,1,3,2008
3248,178,3,0,6,1906
3249,63,2,1,3,1906
3250,65,2,1,3,1966
3251,51,2,1,3,1929
3252,92,3,0,4,1994
3253,115,3,1,4,2001
3254,87,2,1,3,1968
3255,80,2,1,4,1906
3256,105,3,1,4,1906
3257,210,2,1,7,1906
3258,105,3,1,4,2004
3259,51,1,1,2,1906
3260,80,2,1,4,1989
3261,104,3,1,4,1994
3262,33,1,1,2,1960
3263,85,3,1,4,1910
3264,65,1,1,2,1972
3265,232,4,1,6,1906
3266,50,2,1,3,1918
3267,68,2,1,3,1931
3268,85,2,1,3,2007
3269,95,2,1,3,1906
3270,42,1,1,2,1931
3271,47,1,1,2,1906
3272,71,2,1,4,2015
3273,97,3,1,5,1906
3274,59,2,1,3,1906
3275,32,1,1,2,1906
3276,72,2,0,3,1900
3277,36,1,1,2,1925
3278,43,1,1,2,1876
3279,80,2,1,3,1930
3280,176,4,1,5,1930
3281,91,2,1,3,1999
3282,138,2,1,5,1894
3283,68,1,1,2,2004
3284,50,1,1,2,1900
3285,94,2,1,3,2009
3286,172,4,1,6,1906
3287,91,2,1,3,1887
3288,50,1,1,2,1906
3289,240,3,1,5,2006
3290,71,2,1,3,1981
3291,40,1,1,2,1916
3292,74,2,1,3,2001
3293,65,2,1,3,1929
3294,135,4,1,5,2006
3295,65,2,1,3,1989
3296,83,2,1,3,1963
3297,55,2,1,3,1983
3298,154,3,0,4,2005
3299,40,1,1,2,1922
3300,84,3,0,4,1945
3301,100,2,0,3,1988
3302,54,1,1,2,1925
3303,68,2,1,3,1989
3304,66,2,1,3,1955
3305,215,5,1,6,1906
3306,79,2,1,3,1975
3307,58,1,1,2,1963
3308,113,3,0,4,1985
3309,68,1,1,2,1960
3310,320,5,0,8,2009
3311,53,2,1,3,1929
3312,69,2,1,2,1897
3313,52,2,1,4,1933
3314,244,5,0,8,1906
3315,150,4,1,6,1933
3316,60,2,1,3,1906
3317,58,1,1,2,1984
3318,29,1,1,1,1960
3319,83,2,1,3,2004
3320,49,1,1,2,1919
3321,88,3,0,5,1950
3322,62,1,1,3,1963
3323,108,3,1,4,1906
3324,60,2,1,3,1963
3325,151,5,0,8,1906
3326,111,4,1,4,1906
3327,122,2,1,3,2001
3328,85,3,1,4,1983
3329,130,4,1,5,2001
3330,55,1,1,3,1906
3331,62,2,1,3,1960
3332,115,2,1,3,2007
3333,105,3,0,4,1991
3334,42,1,1,2,1906
3335,90,2,1,3,1926
3336,40,1,1,2,1926
3337,85,3,1,4,1989
3338,46,1,1,2,1924
3339,60,2,1,3,1901
3340,180,4,0,6,2008
3341,112,3,1,4,2009
3342,49,1,1,2,1983
3343,46,1,1,2,1911
3344,50,1,1,2,1963
3345,145,5,1,6,1896
3346,45,1,1,2,1896
3347,62,1,1,2,1940
3348,37,1,1,2,1916
3349,87,2,1,3,1960
3350,68,2,1,3,1910
3351,82,2,1,3,1971
3352,65,2,1,3,1926
3353,53,1,1,2,1930
3354,76,1,1,3,1939
3355,58,1,1,2,1933
3356,75,2,1,3,1906
3357,86,2,1,3,2006
3358,65,2,1,3,1945
3359,67,2,1,3,1896
3360,100,5,0,6,1936
3361,32,1,1,2,1906
3362,116,3,0,4,1997
3363,71,2,1,3,1982
3364,88,3,1,4,1984
3365,32,1,1,2,1963
3366,95,3,0,4,1991
3367,58,2,0,3,1930
3368,70,2,0,3,1925
3369,52,1,1,2,1930
3370,54,1,1,2,1906
3371,59,1,1,2,1924
3372,140,2,1,3,2007
3373,128,3,0,4,1998
3374,93,2,1,3,2005
3375,48,1,1,2,1935
3376,87,2,1,3,1963
3377,84,3,1,4,1987
3378,53,1,1,2,1906
3379,119,3,1,4,2003
3380,77,2,1,3,2006
3381,101,4,1,5,1983
3382,40,1,1,2,1934
3383,261,3,1,4,2001
3384,116,2,1,3,1906
3385,94,2,1,3,1996
3386,74,3,1,4,1955
3387,130,3,1,4,2007
3388,90,2,1,3,2000
3389,49,1,1,3,1934
3390,97,3,1,4,1981
3391,53,1,1,2,1930
3392,108,2,1,3,2007
3393,83,2,1,3,2001
3394,80,2,1,3,1962
3395,117,3,1,4,2007
3396,48,1,1,2,1923
3397,104,2,1,3,2007
3398,155,3,1,5,1906
3399,72,3,0,4,1920
3400,62,1,1,2,1982
3401,58,1,1,2,1906
3402,45,1,1,2,1960
3403,65,1,1,2,1710
3404,77,2,1,3,1939
3405,77,2,1,3,1931
3406,105,3,1,4,1993
3407,65,1,1,2,1710
3408,90,2,1,3,1991
3409,115,3,1,5,1930
3410,121,2,1,3,1906
3411,146,5,1,6,1906
3412,90,2,1,3,2002
3413,68,1,1,2,1906
3414,137,2,1,3,2005
3415,55,2,1,3,1945
3416,137,2,1,3,2005
3417,108,2,1,3,2001
3418,52,2,1,3,1906
3419,64,1,1,2,2002
3420,73,2,1,3,1981
3421,151,3,1,5,1999
3422,108,3,1,4,1928
3423,56,2,1,3,1905
3424,70,2,1,3,1979
3425,136,2,1,3,2006
3426,107,2,1,4,1922
3427,73,2,1,3,1984
3428,100,4,1,5,1931
3429,38,1,1,2,1906
3430,83,1,1,3,1904
3431,96,1,1,2,2002
3432,55,2,1,3,1928
3433,229,3,0,5,2014
3434,95,2,1,3,2008
3435,190,2,1,4,1981
3436,54,1,1,2,1935
3437,92,3,1,4,1977
3438,88,2,1,3,1906
3439,48,1,1,2,1957
3440,52,1,1,2,1965
3441,57,2,1,3,1956
3442,97,3,1,4,1969
3443,45,1,1,2,1984
3444,36,1,1,2,1910
3445,220,3,1,4,2001
3446,80,2,1,3,2005
3447,46,1,1,2,1960
3448,44,1,1,2,1906
3449,71,2,1,3,1985
3450,76,2,1,3,1927
3451,90,3,1,4,1960
3452,50,1,1,2,1906
3453,51,2,1,3,1931
3454,100,2,1,3,1960
3455,115,2,1,3,2001
3456,48,2,1,3,1923
3457,76,2,1,3,1994
3458,116,2,1,3,1932
3459,73,2,1,3,1984
3460,105,2,1,3,1906
3461,105,2,1,3,1906
3462,55,1,1,2,1983
3463,80,2,1,4,1963
3464,54,2,1,3,1903
3465,44,1,1,2,1957
3466,54,1,1,2,1981
3467,42,1,0,2,1980
3468,30,1,1,2,1906
3469,59,1,1,3,1993
3470,212,7,0,9,1906
3471,95,2,1,3,1775
3472,95,2,1,3,1984
3473,45,1,1,2,1960
3474,44,1,1,2,1922
3475,57,2,1,3,1930
3476,70,2,1,3,1960
3477,89,2,1,3,1995
3478,80,3,1,4,1990
3479,52,1,1,1,1971
3480,182,3,0,5,1977
3481,50,2,0,3,1918
3482,60,2,1,3,1906
3483,89,4,1,5,1979
3484,85,2,1,3,2007
3485,61,1,1,2,1956
3486,85,2,1,3,1900
3487,63,1,1,3,1914
3488,106,4,0,5,1988
3489,86,3,1,5,1906
3490,92,3,1,4,1968
3491,108,2,1,4,2001
3492,140,3,0,5,2009
3493,72,2,1,3,2009
3494,96,3,1,4,1991
3495,48,1,1,2,1906
3496,91,2,1,3,2001
3497,141,2,1,3,1903
3498,190,4,1,6,1911
3499,60,1,1,2,1983
3500,243,6,0,8,1929
3501,85,2,0,3,2005
3502,69,2,1,3,1906
3503,100,4,0,5,1986
3504,48,2,1,3,1929
3505,46,2,1,3,1925
3506,69,2,1,3,1906
3507,87,3,1,4,1906
3508,59,3,1,4,1931
3509,200,2,1,9,1905
3510,97,3,1,4,1960
3511,29,1,1,1,1960
3512,141,3,1,5,1999
3513,68,2,1,3,1988
3514,110,3,0,4,1983
3515,125,4,0,5,1998
3516,62,2,1,3,1956
3517,97,1,1,2,1900
3518,136,2,1,5,1876
3519,83,2,1,3,1906
3520,50,1,1,2,1914
3521,57,2,1,3,1902
3522,96,2,1,3,1991
3523,105,3,1,4,2007
3524,125,2,0,4,1998
3525,80,2,1,3,1881
3526,70,2,1,3,1939
3527,102,2,1,3,1997
3528,88,2,1,3,2010
3529,52,2,1,3,1924
3530,164,3,0,7,2001
3531,85,2,0,3,1958
3532,75,2,1,3,1976
3533,69,1,1,2,2005
3534,96,3,1,4,1999
3535,51,1,1,2,1984
3536,67,2,1,3,1960
3537,72,1,1,3,1921
3538,140,3,0,4,2008
3539,135,3,0,4,2001
3540,56,1,1,2,2010
3541,57,1,1,2,1986
3542,65,2,1,3,1964
3543,47,1,1,2,1906
3544,149,3,0,4,1998
3545,70,1,1,2,1978
3546,62,2,1,3,1960
3547,110,2,1,3,2008
3548,75,2,1,3,1976
3549,124,1,1,2,2001
3550,50,1,1,2,1966
3551,80,3,1,4,1900
3552,96,1,1,2,2002
3553,77,2,1,3,2003
3554,52,2,1,3,1931
3555,120,4,0,5,2007
3556,82,3,1,4,2007
3557,108,3,1,4,1928
3558,82,2,1,3,1997
3559,91,3,0,4,1974
3560,80,2,1,3,1963
3561,103,4,0,5,1968
3562,76,2,1,3,1976
3563,60,2,1,3,1937
3564,55,2,1,3,1938
3565,57,1,1,2,1906
3566,70,2,1,3,1987
3567,43,1,1,2,1906
3568,91,3,1,5,1930
3569,57,1,1,3,1985
3570,38,1,1,2,1906
3571,63,2,1,3,1884
3572,62,2,1,3,1884
3573,112,4,0,6,2007
3574,63,2,1,3,1884
3575,86,2,1,3,1928
3576,119,4,1,5,1884
3577,49,2,1,3,1931
3578,82,2,1,3,1961
3579,65,2,1,3,1920
3580,60,2,1,3,1906
3581,51,1,1,2,1924
3582,94,3,1,4,1980
3583,177,5,1,6,1927
3584,170,5,0,6,1899
3585,68,2,1,3,1945
3586,74,2,1,3,1993
3587,28,1,1,2,1906
3588,69,1,1,2,1906
3589,56,2,1,3,1906
3590,148,4,1,6,1928
3591,40,1,1,2,1881
3592,130,5,1,6,1907
3593,90,2,1,4,1620
3594,128,4,1,6,1929
3595,138,4,1,5,1905
3596,67,2,1,3,1906
3597,107,3,1,5,1906
3598,87,3,1,4,1960
3599,73,2,1,3,2002
3600,80,2,1,3,1990
3601,80,1,1,3,1906
3602,126,3,1,5,1928
3603,166,1,1,6,1906
3604,51,1,1,2,1987
3605,119,1,1,5,1906
3606,70,2,0,3,1930
3607,133,4,0,5,2006
3608,78,2,1,3,2001
3609,64,1,1,3,1906
3610,59,2,1,3,1906
3611,88,2,1,3,2008
3612,70,1,1,2,1960
3613,91,2,1,3,1990
3614,54,1,1,2,1931
3615,117,2,1,3,2005
3616,93,2,1,3,2011
3617,82,2,1,3,2007
3618,68,1,1,3,1890
3619,176,4,0,5,1975
3620,128,3,0,4,1995
3621,57,2,0,4,1923
3622,90,3,1,4,2008
3623,176,4,1,5,2016
3624,125,3,1,4,2006
3625,57,2,1,3,1906
3626,176,4,1,5,2016
3627,72,2,1,3,1906
3628,83,2,1,3,1895
3629,66,3,1,4,1885
3630,66,1,1,2,1959
3631,137,4,0,5,1998
3632,56,2,1,3,1931
3633,77,3,1,4,1971
3634,86,3,1,4,1890
3635,121,1,1,2,1999
3636,89,2,1,3,1991
3637,102,2,1,3,2016
3638,56,1,1,2,1988
3639,45,1,1,2,1906
3640,85,2,1,3,1993
3641,50,1,0,3,1909
3642,56,2,1,3,1906
3643,51,1,1,2,1910
3644,93,3,1,4,1968
3645,66,2,1,3,1906
3646,74,2,1,3,2002
3647,68,2,1,3,1906
3648,111,2,1,3,1754
3649,66,1,1,2,1981
3650,70,1,1,2,1976
3651,74,2,1,3,2004
3652,68,2,1,3,1906
3653,86,1,1,2,1906
3654,86,3,1,5,1906
3655,56,2,1,3,1906
3656,34,1,1,2,1960
3657,85,2,1,3,1906
3658,221,4,0,7,1889
3659,90,2,1,3,2002
3660,34,1,1,1,1983
3661,56,1,1,3,1940
3662,100,2,1,3,2000
3663,78,2,1,3,1934
3664,50,2,1,3,1926
3665,80,2,1,3,2006
3666,76,2,1,3,2009
3667,106,1,1,4,1910
3668,27,1,1,1,1876
3669,60,2,1,3,1960
3670,100,3,1,5,1913
3671,45,1,1,2,1960
3672,69,2,1,3,1906
3673,54,2,1,3,1935
3674,71,2,1,3,1906
3675,59,1,1,4,1906
3676,46,1,1,2,1934
3677,53,2,1,3,1906
3678,73,2,1,3,1984
3679,227,3,1,5,2002
3680,228,4,0,7,2016
3681,72,2,1,3,1930
3682,53,2,1,3,1906
3683,170,5,0,6,2011
3684,67,2,1,3,1903
3685,181,2,1,4,2001
3686,62,1,1,2,1945
3687,130,3,1,5,2005
3688,44,1,1,2,1985
3689,104,2,1,4,1906
3690,60,2,1,3,1914
3691,153,3,0,4,2008
3692,43,2,1,3,1899
3693,84,3,1,4,1981
3694,110,3,0,4,1988
3695,94,2,1,3,1997
3696,127,3,1,4,1968
3697,127,3,1,4,1968
3698,135,3,1,4,1968
3699,111,2,1,3,1966
3700,55,1,1,2,1924
3701,56,2,1,3,1906
3702,57,1,1,2,1985
3703,108,1,1,2,1971
3704,79,3,1,4,1982
3705,89,3,1,6,1930
3706,71,2,1,3,1921
3707,34,1,1,1,1877
3708,65,1,1,2,1988
3709,87,3,1,4,1991
3710,87,3,1,4,1997
3711,103,3,1,4,1884
3712,236,6,0,9,1660
3713,60,2,1,3,1935
3714,61,2,1,3,1985
3715,126,3,1,5,1925
3716,75,2,1,4,1945
3717,81,2,1,3,2010
3718,66,2,1,3,1906
3719,152,2,1,4,1906
3720,129,3,1,5,1972
3721,77,2,0,3,1931
3722,107,4,0,5,1954
3723,65,3,0,4,1906
3724,117,2,1,4,1650
3725,82,2,1,3,1998
3726,108,3,1,4,1906
3727,55,2,1,4,1906
3728,62,1,1,2,1906
3729,73,2,1,3,1971
3730,56,2,1,3,1938
3731,104,4,1,6,1930
3732,113,2,1,3,1920
3733,60,1,1,2,1981
3734,107,3,1,4,2005
3735,79,2,1,3,1973
3736,95,2,1,3,1910
3737,141,3,1,4,1906
3738,48,1,1,2,1984
3739,50,1,1,3,1933
3740,80,2,1,3,2008
3741,50,1,1,2,1906
3742,54,1,1,2,1906
3743,75,2,1,3,2005
3744,77,2,1,3,1995
3745,81,2,1,3,1993
3746,78,2,1,3,2007
3747,45,1,1,2,1984
3748,42,1,1,2,1898
3749,50,2,1,3,1906
3750,130,4,1,5,1880
3751,110,3,1,4,1906
3752,50,2,1,3,1906
3753,56,2,1,4,1945
3754,100,2,1,3,2010
3755,46,1,1,2,1904
3756,93,2,1,3,2009
3757,77,2,1,3,1925
3758,22,1,1,1,1906
3759,106,2,1,3,2005
3760,50,1,1,1,1981
3761,71,2,1,3,1940
3762,42,1,1,2,1906
3763,55,1,1,2,1906
3764,54,2,1,3,1931
3765,133,3,1,4,1966
3766,55,2,1,3,1935
3767,102,2,1,3,2009
3768,118,4,1,6,1906
3769,80,2,1,3,1931
3770,65,2,1,3,1906
3771,43,1,1,2,1906
3772,90,3,0,4,1974
3773,54,2,1,3,1928
3774,170,4,0,6,2003
3775,90,2,1,3,2004
3776,82,2,1,3,1971
3777,95,3,1,4,2009
3778,108,4,1,5,2001
3779,98,3,0,4,1954
3780,159,2,1,4,1870
3781,114,3,1,4,1906
3782,109,3,1,5,1931
3783,210,5,0,6,1995
3784,60,1,1,2,1981
3785,48,1,1,2,2006
3786,115,3,1,4,1910
3787,201,3,1,6,1900
3788,108,2,1,4,1991
3789,57,2,1,3,1725
3790,54,2,1,3,1924
3791,62,2,1,3,1899
3792,92,3,1,4,1968
3793,42,1,1,2,1905
3794,80,1,1,3,2007
3795,111,2,1,4,1906
3796,115,2,1,4,1912
3797,82,2,1,3,1910
3798,86,2,1,4,1962
3799,55,1,1,2,1992
3800,100,3,1,4,1969
3801,49,2,1,3,1945
3802,150,3,1,4,1906
3803,100,3,1,4,1969
3804,52,1,1,2,1984
3805,87,2,1,3,2008
3806,43,1,1,2,1900
3807,103,2,1,3,1960
3808,52,2,1,3,1906
3809,122,3,1,6,1906
3810,123,3,1,4,2002
3811,49,2,1,3,1931
3812,77,2,1,3,1999
3813,148,4,1,5,1897
3814,56,1,1,2,1926
3815,42,1,1,2,1913
3816,75,2,1,4,1906
3817,35,1,1,2,1964
3818,127,4,1,5,2009
3819,210,4,1,8,1908
3820,56,2,1,4,1930
3821,88,3,0,4,1983
3822,254,7,0,11,1934
3823,61,2,1,3,1911
3824,97,2,1,3,2004
3825,65,2,1,3,1912
3826,66,2,1,3,1960
3827,106,3,1,4,1906
3828,133,4,1,6,1931
3829,102,3,0,4,1999
3830,70,2,1,3,1960
3831,63,1,1,3,1906
3832,76,3,1,4,1981
3833,150,4,0,6,2007
3834,120,2,1,3,2003
3835,120,3,1,4,1931
3836,108,2,1,3,1991
3837,54,1,1,2,1981
3838,149,3,1,4,2004
3839,91,3,0,4,1976
3840,55,2,1,3,1930
3841,120,4,0,5,1991
3842,62,2,1,3,1958
3843,56,1,1,3,1931
3844,61,1,1,2,1906
3845,98,2,1,3,1911
3846,37,1,1,2,1906
3847,76,3,1,4,1984
3848,100,3,1,4,2007
3849,177,3,1,5,1930
3850,435,3,0,10,1892
3851,91,3,1,4,1906
3852,43,1,1,2,1910
3853,77,2,1,3,1922
3854,77,2,1,3,1961
3855,112,3,1,4,1906
3856,213,3,1,5,1906
3857,131,3,1,4,1906
3858,126,3,1,4,1939
3859,415,6,0,10,1887
3860,59,1,1,2,1906
3861,98,1,1,3,1999
3862,98,2,1,3,1884
3863,57,1,1,2,1913
3864,59,1,1,2,1990
3865,46,1,1,2,1906
3866,45,1,1,2,1926
3867,102,3,0,5,1005
3868,62,1,1,2,1935
3869,121,4,1,5,1884
3870,55,2,1,3,1906
3871,78,2,1,3,2012
3872,57,2,1,3,1950
3873,112,2,1,3,1990
3874,153,2,1,3,2001
3875,95,2,1,3,1906
3876,104,3,1,4,1906
3877,82,3,1,4,1985
3878,240,4,1,7,1906
3879,116,2,1,3,2005
3880,168,3,1,5,1906
3881,145,3,1,4,1906
3882,46,2,1,3,1934
3883,100,2,1,3,1752
3884,46,2,1,3,1925
3885,72,1,1,2,1987
3886,83,3,1,4,1971
3887,116,2,1,3,2005
3888,71,2,1,4,1986
3889,58,1,1,2,1983
3890,99,2,1,3,1998
3891,85,3,0,4,1906
3892,37,1,1,1,1981
3893,210,5,0,8,1770
3894,90,2,1,3,2002
3895,73,1,1,2,2002
3896,58,1,1,4,1933
3897,93,2,1,3,2011
3898,41,1,1,2,1906
3899,91,3,0,4,1993
3900,112,3,1,4,1906
3901,139,2,1,3,1989
3902,50,2,1,3,1941
3903,60,2,1,3,1906
3904,74,2,0,3,1989
3905,63,2,1,3,1931
3906,86,3,1,5,1931
3907,58,1,1,2,1983
3908,53,2,1,3,1906
3909,85,2,1,3,2012
3910,65,2,1,3,1933
3911,53,2,1,3,1930
3912,52,1,1,2,1984
3913,60,2,1,3,1960
3914,107,2,1,3,1882
3915,116,3,0,5,1913
3916,48,1,1,2,1981
3917,56,2,1,3,1906
3918,80,2,1,3,1994
3919,75,2,1,3,1998
3920,122,2,0,5,2006
3921,76,3,1,4,1906
3922,83,3,1,4,1964
3923,81,2,1,3,1906
3924,90,3,1,4,1997
3925,90,2,1,3,1933
3926,48,2,1,3,1923
3927,60,1,0,2,1971
3928,45,1,1,2,1899
3929,56,2,1,3,1950
3930,124,3,0,4,1991
3931,69,2,1,3,1989
3932,117,4,0,5,2009
3933,50,2,1,3,1930
3934,69,2,1,3,1976
3935,61,1,1,2,1989
3936,100,3,1,4,2001
3937,50,1,1,2,1934
3938,66,1,1,2,1928
3939,76,2,1,3,1934
3940,165,2,0,3,1937
3941,120,4,0,5,1954
3942,153,5,0,6,1974
3943,55,2,1,3,1912
3944,67,2,1,3,1931
3945,120,3,1,4,2010
3946,92,2,1,3,1991
3947,100,3,1,4,1933
3948,128,4,1,5,2010
3949,100,3,1,4,1924
3950,58,1,1,2,1984
3951,49,1,1,2,1906
3952,92,3,1,4,1968
3953,159,3,1,5,1931
3954,41,1,1,2,1931
3955,102,3,1,4,2005
3956,50,2,1,3,1945
3957,50,1,1,1,1974
3958,148,5,1,7,1919
3959,54,1,1,2,1913
3960,144,4,0,5,2010
3961,103,2,1,5,1899
3962,63,2,1,3,1965
3963,85,3,1,4,1982
3964,101,3,1,4,1929
3965,77,3,1,4,1965
3966,81,1,1,2,1906
3967,55,1,1,2,1908
3968,67,2,1,3,1963
3969,76,2,1,3,1977
3970,450,9,0,11,1925
3971,69,2,1,3,1989
3972,50,1,1,2,1987
3973,76,2,1,3,2000
3974,74,2,1,3,1985
3975,82,2,1,3,2002
3976,56,2,1,3,1906
3977,162,2,1,5,2009
3978,71,2,1,3,1990
3979,80,1,1,3,1906
3980,123,3,1,4,1968
3981,65,2,1,3,1912
3982,87,3,1,4,1906
3983,97,2,1,4,1906
3984,29,1,1,1,1960
3985,125,3,1,4,1910
3986,117,2,1,5,1906
3987,128,4,0,7,1906
3988,65,1,1,2,1998
3989,47,1,1,2,1906
3990,84,2,1,3,2010
3991,69,1,1,3,2003
3992,95,3,1,4,1906
3993,62,2,1,3,1933
3994,66,2,1,3,2001
3995,130,5,0,7,1981
