,area,bedrooms,property_type,rooms,year_built
8955,37,1,1,2,1914
8956,70,2,1,4,1931
8957,62,2,1,3,1906
8958,60,2,1,3,1960
8959,60,2,1,3,1960
8960,60,2,1,3,1960
8961,56,3,1,4,1906
8962,63,2,1,3,1960
8963,28,1,1,2,1880
8964,55,2,1,3,2015
8965,59,1,1,2,1984
8966,146,4,1,6,1928
8967,120,2,0,3,1961
8968,73,2,1,3,1982
8969,62,1,1,2,1986
8970,169,8,1,9,1880
8971,70,2,1,4,1960
8972,78,2,1,3,2006
8973,145,3,1,6,1894
8974,60,2,1,3,1960
8975,83,2,1,3,2010
8976,120,4,0,5,2015
8977,56,2,1,3,1930
8978,74,2,1,3,1979
8979,105,3,0,5,2007
8980,42,1,1,2,1906
8981,97,3,0,4,1994
8982,50,1,1,2,1931
8983,45,1,1,2,1906
8984,150,5,0,6,2001
8985,71,2,1,3,1986
8986,65,2,1,3,1906
8987,108,3,0,5,1998
8988,58,2,1,3,1905
8989,131,4,0,5,1995
8990,88,2,1,3,1906
8991,62,2,1,3,1991
8992,100,2,1,3,1999
8993,62,2,1,4,1906
8994,87,2,1,3,2005
8995,63,2,1,4,1937
8996,79,2,1,3,1973
8997,159,4,1,5,2016
8998,157,4,1,5,2016
8999,98,3,1,4,1906
9000,157,4,1,5,2016
9001,177,4,1,5,2016
9002,159,4,1,5,2016
9003,159,4,1,5,2016
9004,52,1,1,2,1987
9005,54,1,1,2,1965
9006,62,1,1,3,1991
9007,105,3,0,4,1989
9008,70,2,1,3,1957
9009,60,2,1,3,1931
9010,71,2,1,3,1988
9011,55,2,1,3,1960
9012,117,3,1,5,1628
9013,126,5,0,6,1999
9014,56,2,1,3,1906
9015,114,3,1,4,1906
9016,78,2,1,3,2010
9017,72,1,1,2,1906
9018,125,3,1,4,1910
9019,160,3,1,5,1906
9020,165,2,1,3,2004
9021,85,2,1,3,2007
9022,60,2,1,3,1906
9023,61,2,1,3,1906
9024,87,2,1,3,1893
9025,59,2,1,3,1914
9026,155,5,0,7,1965
9027,38,1,1,2,1935
9028,76,1,1,2,2006
9029,100,2,1,3,1998
9030,62,1,1,2,1906
9031,85,2,1,4,1906
9032,92,2,1,3,1993
9033,102,3,1,4,1906
9034,55,1,1,3,1981
9035,91,3,1,4,1906
9036,95,2,1,3,2000
9037,59,2,1,3,1906
9038,85,3,0,5,1955
9039,50,1,1,2,1906
9040,62,2,0,3,1906
9041,79,3,1,5,1935
9042,76,1,1,3,1914
9043,70,1,1,3,2000
9044,47,1,1,3,1935
9045,97,2,1,3,2007
9046,121,4,1,5,1999
9047,58,1,1,2,1988
9048,123,3,0,4,1930
9049,100,2,1,3,1926
9050,127,4,0,5,2015
9051,127,4,0,5,2015
9052,120,4,0,5,2015
9053,82,3,1,4,1986
9054,48,1,1,2,1906
9055,75,2,1,3,1954
9056,96,2,1,3,1935
9057,59,2,1,3,1925
9058,60,1,1,2,1900
9059,83,2,1,3,2007
9060,116,4,0,5,1989
9061,64,1,1,2,2015
9062,60,1,1,2,1905
9063,42,2,1,3,1900
9064,55,1,1,2,1971
9065,45,1,1,2,1960
9066,89,2,1,3,1906
9067,48,1,1,2,2009
9068,71,2,1,3,1985
9069,33,1,1,2,1967
9070,131,2,1,3,2015
9071,93,3,0,4,1993
9072,63,2,1,3,1906
9073,52,1,1,2,1906
9074,46,1,1,2,1890
9075,54,2,1,3,1931
9076,125,3,1,6,1904
9077,71,2,1,3,1906
9078,86,3,1,4,1927
9079,32,1,1,2,1968
9080,58,1,1,2,1906
9081,60,2,1,3,1952
9082,95,3,1,4,1969
9083,54,2,1,3,1926
9084,100,3,1,4,1993
9085,94,3,0,4,1931
9086,150,5,0,7,1955
9087,58,2,1,3,1955
9088,56,2,1,3,1935
9089,180,4,0,5,2001
9090,95,2,1,3,1960
9091,62,2,1,3,1990
9092,45,1,1,2,1906
9093,50,2,1,3,1927
9094,58,1,1,2,1900
9095,75,1,1,3,1906
9096,104,3,0,6,1945
9097,34,1,1,2,1889
9098,120,4,0,5,2015
9099,101,3,0,5,2012
9100,56,2,1,3,1934
9101,64,1,1,2,1987
9102,68,1,1,2,1890
9103,77,2,1,4,1960
9104,68,2,1,3,1906
9105,55,2,1,3,1939
9106,77,2,1,3,1990
9107,78,2,1,3,1906
9108,61,1,1,2,1982
9109,130,4,0,5,1995
9110,99,2,1,5,1931
9111,57,1,1,3,1940
9112,65,2,1,3,1966
9113,126,3,1,4,1904
9114,211,5,1,6,1906
9115,250,3,0,4,1921
9116,61,2,1,3,1910
9117,66,2,1,3,1960
9118,84,3,0,4,1985
9119,54,1,1,2,1950
9120,65,1,1,2,1980
9121,78,2,1,3,1990
9122,74,2,1,3,1984
9123,93,2,1,3,1994
9124,87,2,0,3,1981
9125,55,1,1,2,1931
9126,61,2,1,3,1945
9127,62,2,1,3,1928
9128,51,2,1,3,1926
9129,68,2,1,3,1924
9130,48,1,1,2,1945
9131,90,2,1,3,1995
9132,75,2,1,3,1953
9133,80,3,1,4,1960
9134,100,3,0,4,2001
9135,65,2,1,3,1945
9136,46,1,1,2,1905
9137,68,2,1,3,1906
9138,105,2,1,4,1930
9139,47,1,1,2,1929
9140,47,1,1,2,1894
9141,92,2,1,3,2006
9142,104,3,0,4,1990
9143,159,4,1,5,2016
9144,115,2,1,3,1994
9145,136,3,1,4,2016
9146,158,4,1,5,2016
9147,139,3,1,4,2016
9148,108,4,1,5,2001
9149,48,2,1,3,1906
9150,144,3,1,4,2016
9151,58,1,1,2,2006
9152,100,3,1,4,1906
9153,54,1,1,2,1906
9154,104,4,0,6,1920
9155,165,3,1,4,2016
9156,55,2,0,3,1927
9157,89,3,0,4,1927
9158,101,3,1,4,1991
9159,68,2,1,3,1962
9160,97,2,1,3,2008
9161,53,1,1,2,1901
9162,56,2,1,4,1910
9163,80,3,1,4,1980
9164,75,3,1,4,1949
9165,64,1,1,2,2016
9166,64,3,0,4,1930
9167,64,3,0,4,1926
9168,62,1,1,3,1906
9169,72,2,1,3,1991
9170,128,5,1,6,1906
9171,70,2,1,3,1930
9172,48,2,1,3,1917
9173,63,1,1,2,1973
9174,78,2,1,3,2001
9175,95,3,0,4,1906
9176,100,4,0,5,1986
9177,49,2,1,3,1912
9178,62,2,1,3,1930
9179,117,2,0,4,2006
9180,84,2,1,3,2007
9181,63,1,1,2,2015
9182,45,1,1,2,1982
9183,74,2,1,3,1960
9184,58,1,1,2,1985
9185,61,3,0,4,1930
9186,56,2,1,3,1912
9187,70,2,1,3,1922
9188,120,3,1,4,1934
9189,84,3,1,4,1977
9190,66,2,1,3,1989
9191,103,4,1,5,1906
9192,52,1,1,3,1906
9193,122,3,0,5,1997
9194,26,1,1,2,2015
9195,88,2,0,3,1990
9196,70,2,0,4,1955
9197,62,1,1,2,1934
9198,70,2,1,3,1906
9199,55,2,0,3,1906
9200,81,3,0,4,1922
9201,60,3,0,4,1930
9202,45,1,1,2,1987
9203,123,4,1,7,1906
9204,78,3,1,4,1966
9205,85,3,1,4,1960
9206,82,2,1,3,1932
9207,25,1,1,2,2015
9208,50,2,1,3,1906
9209,51,1,1,2,1906
9210,71,3,1,4,1962
9211,70,2,1,3,1981
9212,167,5,1,6,2016
9213,164,4,1,5,1906
9214,198,3,1,4,2000
9215,116,4,1,5,2016
9216,116,4,1,5,2016
9217,70,1,1,2,1906
9218,64,1,1,2,2016
9219,35,1,1,2,1966
9220,71,2,1,3,1906
9221,54,1,1,2,1906
9222,85,1,0,4,1753
9223,33,1,1,2,1960
9224,63,1,1,2,1968
9225,237,4,1,8,1906
9226,44,2,1,3,1906
9227,80,2,1,3,2007
9228,219,5,1,8,1905
9229,87,4,1,5,1930
9230,72,2,1,3,2011
9231,106,2,1,3,2008
9232,99,3,1,6,1933
9233,115,3,1,4,2016
9234,104,2,1,3,2016
9235,72,2,1,3,2005
9236,81,2,1,3,1998
9237,112,3,1,4,1956
9238,147,3,1,4,2016
9239,97,4,0,5,1956
9240,64,3,1,4,1906
9241,50,2,1,3,1924
9242,75,2,1,3,1994
9243,55,2,1,3,1930
9244,85,3,1,4,1920
9245,44,1,1,3,2015
9246,84,2,1,3,2006
9247,30,1,1,2,1906
9248,113,2,1,4,1906
9249,93,2,1,3,2011
9250,282,3,1,4,2001
9251,105,3,0,4,1991
9252,147,3,1,4,2016
9253,157,4,1,5,2016
9254,45,1,1,2,1906
9255,104,2,1,3,2016
9256,162,4,0,6,2007
9257,115,3,1,4,2016
9258,104,2,1,3,2016
9259,124,3,1,4,2016
9260,170,4,1,5,2016
9261,170,4,1,5,2016
9262,104,2,1,3,2016
9263,124,3,1,4,2016
9264,176,4,1,5,2016
9265,176,4,1,5,2016
9266,142,3,1,4,2016
9267,142,3,1,4,2016
9268,148,3,1,4,2016
9269,142,3,1,4,2016
9270,148,3,1,4,2016
9271,176,4,1,5,2016
9272,176,4,1,5,2016
9273,63,1,1,2,2015
9274,157,4,1,5,2016
9275,39,1,1,2,1899
9276,142,3,1,4,2016
9277,148,3,1,4,2016
9278,149,3,1,4,2016
9279,162,3,1,4,2016
9280,162,3,1,4,2016
9281,149,3,1,4,2016
9282,149,3,1,4,2016
9283,149,3,1,4,2016
9284,130,2,1,3,2016
9285,148,3,1,4,2016
9286,149,3,1,4,2016
9287,149,3,1,4,2016
9288,112,3,1,4,2016
9289,149,3,1,4,2016
9290,153,4,1,5,2016
9291,165,3,1,4,2016
9292,90,2,1,3,1906
9293,139,3,1,4,2016
9294,144,3,1,4,2016
9295,158,4,1,5,2016
9296,153,4,1,5,2016
9297,136,3,1,4,2016
9298,130,2,1,3,2016
9299,149,3,1,4,2016
9300,112,3,1,4,2016
9301,177,4,1,5,2016
9302,159,4,1,5,2016
9303,93,2,0,3,2003
9304,157,4,1,5,2016
9305,159,4,1,5,2016
9306,70,1,1,2,1906
9307,110,4,0,5,1981
9308,71,1,1,2,1945
9309,88,2,1,3,2007
9310,149,3,1,5,1928
9311,28,1,1,2,2015
9312,40,1,1,2,1988
9313,178,4,1,5,2001
9314,80,2,1,3,1991
9315,200,6,1,8,1928
9316,91,3,1,4,1969
9317,88,2,1,3,2007
9318,80,2,1,3,2001
9319,60,1,1,3,1906
9320,140,3,1,4,1906
9321,60,1,1,2,1988
9322,54,2,1,3,1906
9323,43,2,1,3,1906
9324,58,2,1,3,1906
9325,88,2,1,3,2008
9326,62,3,1,4,1923
9327,47,1,1,3,1935
9328,75,2,1,3,1976
9329,57,1,1,2,1905
9330,230,4,0,11,1902
9331,166,4,0,5,1964
9332,92,3,1,4,1968
9333,108,3,1,4,2008
9334,112,4,0,5,1991
9335,136,4,0,5,1991
9336,70,2,1,3,1934
9337,106,3,1,4,1876
9338,164,3,1,4,2010
9339,42,1,1,2,1981
9340,82,2,1,5,1906
9341,74,1,1,2,1925
9342,44,1,1,2,1910
9343,70,2,1,3,1926
9344,175,4,0,7,1906
9345,68,1,1,3,1910
9346,125,1,0,3,1906
9347,80,2,1,3,1906
9348,115,2,1,3,1906
9349,78,2,1,4,1931
9350,110,2,1,3,1906
9351,27,1,1,1,1906
9352,95,3,1,4,1963
9353,28,1,1,2,1905
9354,50,1,1,2,1994
9355,84,2,1,3,1935
9356,51,2,1,3,1906
9357,72,2,1,3,1987
9358,75,1,1,2,2011
9359,87,2,1,3,1965
9360,68,2,1,3,1988
9361,75,2,1,3,1983
9362,43,1,1,2,1906
9363,44,1,1,2,1904
9364,90,3,1,4,1986
9365,87,1,1,2,1906
9366,64,1,1,2,1984
9367,48,1,1,2,1895
9368,40,1,1,2,1910
9369,45,1,1,2,2001
9370,106,2,1,4,1931
9371,45,1,1,2,1906
9372,111,3,1,4,1906
9373,80,2,1,3,1963
9374,82,2,1,3,1990
9375,93,3,0,5,1955
9376,95,3,0,5,1960
9377,100,3,0,4,1965
9378,56,2,1,2,1906
9379,73,2,1,4,1928
9380,100,3,0,4,1877
9381,120,3,1,5,1906
9382,95,3,0,5,1960
9383,74,3,1,4,1981
9384,92,2,1,3,2010
9385,35,1,1,2,1906
9386,62,2,1,3,1891
9387,67,2,1,3,1911
9388,120,3,1,4,1998
9389,68,2,1,4,1906
9390,84,2,1,3,2011
9391,129,3,0,4,1930
9392,70,2,1,3,2000
9393,159,4,1,5,2016
9394,26,1,1,2,2015
9395,43,1,1,2,1906
9396,75,2,1,3,1912
9397,111,3,0,5,1994
9398,85,3,1,4,1980
9399,101,2,1,4,1906
9400,71,2,1,3,1993
9401,58,2,0,3,1930
9402,96,2,1,4,1998
9403,63,2,1,3,1960
9404,54,2,1,3,1931
9405,117,3,1,5,1906
9406,111,3,1,4,1906
9407,80,2,1,3,2000
9408,80,2,1,4,1960
9409,124,4,1,5,1970
9410,98,3,0,4,1991
9411,78,2,1,4,1913
9412,51,1,1,2,1922
9413,75,3,1,4,1906
9414,91,2,1,3,1963
9415,155,6,1,7,1931
9416,82,3,1,4,1981
9417,125,3,1,4,1931
9418,85,3,1,4,1981
9419,41,1,1,2,1906
9420,49,1,1,2,1906
9421,55,2,1,3,1933
9422,100,4,0,5,1952
9423,67,2,1,3,1960
9424,97,2,1,4,1906
9425,28,1,1,1,1960
9426,62,2,1,3,1945
9427,141,2,0,4,1970
9428,110,2,1,3,1974
9429,52,1,1,2,1999
9430,58,1,1,2,1985
9431,88,2,1,3,1928
9432,41,1,1,2,1906
9433,100,4,0,5,1960
9434,71,2,1,4,1930
9435,201,4,1,5,1906
9436,48,2,1,3,1930
9437,67,2,1,3,2008
9438,132,3,1,4,1905
9439,58,2,1,3,1906
9440,181,4,1,6,1917
9441,125,3,1,5,1997
9442,57,1,0,2,1930
9443,375,8,0,15,1750
9444,56,1,1,2,1850
9445,77,3,1,4,1971
9446,72,2,1,3,1940
9447,115,3,1,4,1968
9448,65,2,1,3,1931
9449,47,1,1,2,1984
9450,118,2,1,3,2006
9451,92,3,1,4,1977
9452,40,1,1,2,1918
9453,59,1,1,2,2012
9454,100,2,1,4,1890
9455,44,1,0,2,1955
9456,89,2,1,3,2007
9457,60,2,1,3,1967
9458,44,1,1,2,1925
9459,54,2,1,3,1906
9460,162,3,1,4,2011
9461,84,2,1,3,1930
9462,49,1,1,2,1984
9463,49,1,1,2,1906
9464,72,2,1,3,1955
9465,188,6,1,8,1906
9466,75,1,1,2,1906
9467,115,2,1,3,2005
9468,115,2,1,3,2005
9469,55,1,1,2,1930
9470,46,1,1,2,1906
9471,85,2,1,3,1986
9472,72,2,0,3,1991
9473,58,2,1,3,1931
9474,85,2,0,3,2005
9475,82,2,1,3,1960
9476,81,1,1,2,2008
9477,66,1,1,2,1929
9478,80,2,1,3,1997
9479,60,1,1,2,1985
9480,82,1,1,2,2005
9481,52,1,1,2,1906
9482,69,2,1,3,1906
9483,50,1,1,2,1906
9484,118,3,0,5,1906
9485,46,1,1,2,1988
9486,57,1,1,2,1930
9487,82,2,1,3,1931
9488,76,1,1,2,1968
9489,77,2,1,5,1930
9490,75,2,1,3,1995
9491,104,2,1,3,1972
9492,55,1,1,2,1906
9493,98,3,1,4,1970
9494,100,3,1,4,1970
9495,148,3,1,5,1906
9496,477,7,0,12,1874
9497,135,3,1,4,1966
9498,31,1,1,1,1912
9499,644,4,0,11,1906
9500,63,1,1,2,2015
9501,45,2,1,3,1945
9502,113,1,1,2,2007
9503,57,2,1,4,1930
9504,90,1,1,2,2010
9505,30,1,1,2,2015
9506,65,1,1,2,1910
9507,46,1,1,2,1955
9508,55,1,1,2,1910
9509,88,2,1,3,1995
9510,90,2,1,3,2011
9511,85,2,1,3,2008
9512,94,2,1,3,1900
9513,110,2,1,3,1940
9514,80,2,1,3,1988
9515,87,3,1,4,1967
9516,65,2,1,3,1905
9517,71,3,1,4,1976
9518,290,4,0,13,1622
9519,112,1,1,3,1898
9520,72,2,1,3,1911
9521,93,3,1,4,2008
9522,76,1,1,2,2011
9523,39,1,1,2,1912
9524,65,2,1,3,1906
9525,80,2,1,3,1973
9526,67,2,1,3,1983
9527,120,1,1,3,1906
9528,100,3,1,4,1960
9529,89,3,1,4,1960
9530,108,3,1,4,1906
9531,95,4,1,5,1988
9532,75,3,1,4,1906
9533,41,1,1,2,1931
9534,160,6,0,8,1906
9535,100,2,1,3,1939
9536,60,1,1,2,1988
9537,65,2,1,3,1960
9538,84,1,1,3,1906
9539,124,4,1,5,2008
9540,86,3,1,4,1987
9541,82,3,1,4,1983
9542,54,1,1,2,1906
9543,76,2,0,3,1960
9544,90,2,0,3,1953
9545,157,2,1,4,2005
9546,61,2,1,3,2015
9547,120,4,1,5,1930
9548,61,2,1,3,2015
9549,68,2,1,3,2015
9550,40,1,1,2,1975
9551,49,2,1,3,1924
9552,76,2,1,4,1906
9553,50,1,1,2,1906
9554,75,1,1,4,1740
9555,65,1,1,2,1931
9556,81,2,1,3,1960
9557,51,2,1,3,1906
9558,49,2,1,3,1938
9559,68,2,1,3,1940
9560,102,2,1,4,1986
9561,100,3,1,5,1931
9562,131,3,1,4,1930
9563,30,1,1,1,1931
9564,78,2,1,3,1991
9565,63,1,1,2,1982
9566,57,1,1,2,1983
9567,85,1,0,2,1925
9568,91,2,1,4,1994
9569,29,1,1,2,1906
9570,30,1,1,1,1906
9571,105,2,1,3,1994
9572,49,1,1,3,1950
9573,86,2,1,3,1964
9574,66,1,1,2,1902
9575,76,2,1,3,1956
9576,98,3,1,4,1970
9577,98,3,1,4,1970
9578,68,1,1,2,1906
9579,164,4,1,5,1968
9580,57,1,1,2,1985
9581,56,2,1,3,1931
9582,60,1,1,2,1984
9583,51,1,1,2,1906
9584,105,2,1,3,1966
9585,92,2,1,3,1906
9586,50,1,1,2,1883
9587,92,2,1,3,1906
9588,92,2,1,3,1906
9589,40,1,1,2,1906
9590,120,4,1,5,1903
9591,90,2,1,3,1906
9592,79,2,1,4,1992
9593,58,2,1,3,1906
9594,51,1,1,2,1902
9595,180,1,0,5,1906
9596,199,5,0,8,1956
9597,111,2,1,3,1966
9598,198,3,1,4,2000
9599,86,1,1,2,2010
9600,54,1,1,2,1906
9601,55,1,1,2,1935
9602,88,2,1,3,2007
9603,108,4,0,5,1987
9604,48,1,1,2,1982
9605,55,1,1,2,1906
9606,85,2,1,3,2015
9607,50,1,1,2,1931
9608,69,2,1,4,1906
9609,70,1,1,2,1986
9610,89,2,1,3,2015
9611,70,2,1,3,1976
9612,58,2,1,3,1935
9613,91,2,1,3,2015
9614,88,3,1,5,1981
9615,55,1,1,2,1981
9616,83,3,1,4,1966
9617,58,2,1,3,1906
9618,80,2,0,3,1930
9619,50,2,1,3,1930
9620,80,2,1,3,1993
9621,103,2,1,3,2010
9622,88,2,1,3,1997
9623,54,1,1,2,1900
9624,102,2,1,3,2004
9625,290,3,1,4,2001
9626,59,2,1,3,2000
9627,52,1,1,3,1930
9628,42,1,1,1,1900
9629,63,2,1,3,1911
9630,110,4,0,5,1981
9631,78,1,1,3,1963
9632,45,2,1,3,1931
9633,93,2,0,4,1955
9634,40,1,1,2,1906
9635,108,3,0,4,1981
9636,77,2,1,3,2008
9637,117,3,1,5,1913
9638,114,3,1,4,1998
9639,92,3,1,4,1991
9640,61,1,1,2,1981
9641,25,1,1,1,1984
9642,50,2,1,3,1925
9643,28,1,1,1,1984
9644,145,4,0,5,1956
9645,220,2,0,6,1953
9646,35,1,1,2,1960
9647,47,2,1,3,1923
9648,51,1,1,2,1988
9649,76,2,1,3,1906
9650,110,3,1,5,1910
9651,70,2,1,4,1960
9652,77,2,1,3,1963
9653,110,4,0,5,1981
9654,62,2,1,3,1910
9655,36,1,1,3,1930
9656,103,4,0,5,1987
9657,150,4,0,6,1974
9658,85,3,1,4,1970
9659,42,1,1,2,1957
9660,50,1,1,2,1906
9661,113,3,1,4,1999
9662,72,2,1,3,1906
9663,60,2,1,3,1889
9664,42,1,1,2,1910
9665,72,2,1,3,2004
9666,71,2,1,3,1996
9667,40,1,1,2,1906
9668,79,2,1,3,1996
9669,25,1,1,2,2015
9670,47,1,1,2,1931
9671,40,1,1,2,2007
9672,154,4,0,5,2008
9673,83,2,1,3,2015
9674,44,1,1,2,1906
9675,252,4,1,5,1994
9676,62,1,1,2,1985
9677,62,2,1,3,1950
9678,65,2,1,3,1870
9679,50,1,1,3,1906
9680,81,3,1,4,1957
9681,116,2,1,3,1906
9682,47,1,1,2,1906
9683,58,1,1,2,1906
9684,67,3,1,4,1945
9685,160,2,1,3,1906
9686,120,3,1,5,1906
9687,104,3,1,4,1993
9688,75,2,1,3,1961
9689,85,2,1,3,1981
9690,97,3,1,4,1891
9691,40,1,1,2,1906
9692,67,3,1,4,1945
9693,65,2,0,4,1930
9694,61,2,1,3,1910
9695,75,1,1,3,1906
9696,42,1,1,1,1959
9697,58,1,1,2,2001
9698,105,2,0,3,1919
9699,82,3,1,4,1960
9700,64,1,1,2,1899
9701,36,1,1,2,1921
9702,58,1,1,2,1931
9703,34,1,1,2,1912
9704,77,2,1,3,2000
9705,95,2,1,3,1906
9706,32,1,1,2,1930
9707,103,3,1,5,1922
9708,100,3,1,4,2001
9709,68,2,1,3,1996
9710,83,2,1,4,1986
9711,155,3,1,6,1930
9712,160,3,0,4,1977
9713,114,3,1,4,1999
9714,81,2,1,3,1960
9715,130,4,0,5,2012
9716,75,2,1,3,1922
9717,63,2,1,3,1906
9718,80,2,1,3,1900
9719,103,3,1,4,2000
9720,75,2,1,3,1960
9721,52,1,1,2,1927
9722,85,3,1,4,1981
9723,46,2,1,3,1902
9724,78,2,1,3,1935
9725,85,2,1,3,1992
9726,60,1,1,2,2014
9727,82,2,1,3,1937
9728,44,2,1,3,1900
9729,57,1,1,2,1935
9730,105,4,1,5,1976
9731,64,2,1,3,1974
9732,44,1,1,2,1906
9733,110,2,1,3,1913
9734,110,2,0,5,1991
9735,42,1,1,2,1906
9736,132,5,0,6,1997
9737,101,2,1,3,1922
9738,63,1,1,2,2015
9739,48,1,1,2,1925
9740,77,2,1,3,1975
9741,78,2,1,3,1970
9742,87,3,1,5,1983
9743,75,3,1,4,1964
9744,56,1,1,2,1909
9745,51,2,1,3,1971
9746,102,3,1,4,1991
9747,80,2,1,3,1992
9748,44,1,1,2,1926
9749,51,2,1,3,1904
9750,77,3,1,4,1955
9751,100,2,1,3,1958
9752,96,2,1,3,1906
9753,78,2,1,3,2001
9754,90,2,1,3,1906
9755,115,3,1,5,1930
9756,85,2,1,3,2006
9757,60,1,1,2,1700
9758,135,2,1,3,2000
9759,147,3,1,6,1906
9760,107,1,1,2,1906
9761,45,1,1,2,1906
9762,79,3,1,4,1940
9763,142,3,0,5,1906
9764,397,8,0,13,1906
9765,120,2,1,4,1905
9766,60,2,1,3,1929
9767,101,3,1,5,1930
9768,70,3,1,4,1920
9769,65,2,1,3,1960
9770,115,3,1,4,1956
9771,120,3,1,4,2001
9772,95,2,1,3,2000
9773,135,2,1,4,1991
9774,77,2,1,3,1991
9775,55,1,1,2,1960
9776,206,5,0,6,2003
9777,76,1,1,2,2008
9778,115,4,0,5,2010
9779,47,1,1,2,2006
9780,58,1,1,2,1930
9781,63,2,1,3,1978
9782,266,7,0,10,1928
9783,83,2,1,3,2015
9784,115,3,1,4,1906
9785,58,1,1,2,1976
9786,112,2,1,3,2001
9787,113,2,1,3,1945
9788,58,2,1,3,1915
9789,67,1,1,2,1934
9790,83,2,1,3,2010
9791,57,1,1,2,1981
9792,112,2,1,3,1905
9793,70,1,1,2,1906
9794,51,2,1,3,1941
9795,47,2,1,3,1906
9796,41,1,1,2,1981
9797,77,3,1,4,1963
9798,82,2,0,5,1906
9799,51,2,1,3,1926
9800,192,4,0,6,1991
9801,120,4,0,5,2008
9802,68,2,1,3,1981
9803,68,1,1,2,2008
9804,45,1,1,2,1906
9805,130,3,1,4,1968
9806,50,1,1,2,1906
9807,89,2,1,3,2007
9808,90,2,1,4,1927
9809,155,4,1,5,1906
9810,140,3,1,4,1906
9811,42,1,1,2,1939
9812,98,2,1,3,1906
9813,158,2,1,3,1907
9814,90,2,1,3,1997
9815,64,2,1,3,1905
9816,109,2,1,3,2011
9817,66,1,1,3,1906
9818,45,2,1,3,1923
9819,58,2,1,3,1981
9820,56,1,1,2,1940
9821,102,2,1,3,2010
9822,64,1,1,2,1906
9823,75,2,1,3,1984
9824,75,1,1,2,1906
9825,54,2,1,3,1906
9826,48,1,1,2,1906
9827,49,2,1,3,1931
9828,97,2,1,3,2004
9829,64,2,1,3,1957
9830,30,1,1,2,1901
9831,147,3,0,4,1991
9832,91,3,1,4,1968
9833,565,6,0,11,1906
9834,41,1,1,2,1911
9835,70,1,1,2,1971
9836,390,9,0,15,1665
9837,57,2,1,3,1906
9838,125,2,1,3,1995
9839,86,3,1,4,1980
9840,42,1,1,2,1983
9841,80,1,1,3,1906
9842,119,4,1,6,1906
9843,112,3,1,4,1906
9844,36,1,1,1,1911
9845,49,2,1,3,1906
9846,90,2,1,3,1934
9847,42,1,1,2,1906
9848,54,1,1,2,1904
9849,80,1,1,2,1906
9850,71,1,1,2,1906
9851,45,2,1,3,1906
9852,55,1,1,2,1905
9853,92,1,1,2,2010
9854,55,2,1,3,1934
9855,219,4,1,6,1902
9856,110,2,1,3,1976
9857,297,3,1,7,1757
9858,101,2,1,3,1635
9859,69,2,1,3,1906
9860,78,1,1,2,1901
9861,80,3,1,4,1965
9862,36,1,0,3,1918
9863,156,3,1,4,1920
9864,38,1,1,2,1966
9865,85,2,1,3,2006
9866,65,1,1,2,1969
9867,57,2,1,3,1955
9868,70,2,1,3,1994
9869,81,3,1,3,1906
9870,89,1,1,2,1906
9871,97,2,1,3,2012
9872,64,1,1,2,2015
9873,84,2,1,3,1906
9874,135,3,1,4,1966
9875,91,3,1,4,2008
9876,58,1,1,3,1931
9877,77,2,1,3,2005
9878,72,2,1,3,1983
9879,102,3,1,4,1967
9880,83,2,1,3,2015
9881,47,1,1,2,1906
9882,50,1,1,2,1965
9883,92,3,1,4,1968
9884,59,2,1,3,1954
9885,71,3,1,4,1954
9886,181,3,1,5,1934
9887,54,2,1,3,1906
9888,67,1,1,4,1906
9889,90,2,1,3,1906
9890,65,2,1,3,1900
9891,67,1,1,2,1981
9892,59,1,1,3,1906
9893,133,3,1,4,1850
9894,60,1,1,3,1906
9895,103,2,1,3,1929
9896,189,5,0,6,1999
9897,75,2,1,3,1916
9898,102,2,1,3,1625
9899,59,1,1,2,2016
9900,111,3,1,4,2016
9901,57,1,1,2,2016
9902,120,4,1,5,2016
9903,57,1,1,2,2016
9904,81,2,1,3,2016
9905,49,2,1,3,1938
9906,31,1,1,2,1906
9907,58,2,1,3,1906
9908,65,1,1,3,1906
9909,70,2,1,3,1931
9910,83,2,1,3,1971
9911,48,1,1,2,1934
9912,148,3,1,5,2011
9913,39,1,1,2,1906
9914,60,1,1,2,1986
9915,115,3,1,4,1955
9916,43,1,1,2,1913
9917,60,2,0,3,1945
9918,78,3,1,4,1964
9919,110,3,1,4,2007
9920,97,1,1,3,2013
9921,62,1,1,2,1991
9922,56,2,1,3,1928
9923,96,1,1,3,1958
9924,84,3,0,4,1945
9925,51,1,1,2,1882
9926,93,2,1,3,2006
9927,58,1,1,2,1890
9928,50,1,1,2,1986
9929,63,2,1,3,1931
9930,63,1,1,2,1893
9931,54,2,1,4,1928
9932,107,4,1,5,2002
9933,115,4,1,5,1938
9934,106,2,1,3,2002
9935,111,4,0,5,1981
9936,65,2,1,3,1906
9937,77,3,1,4,1985
9938,90,2,0,4,1999
9939,48,2,1,3,1930
9940,164,4,0,6,1998
9941,110,2,1,3,1890
9942,80,2,1,3,2010
9943,53,1,1,2,1969
9944,42,1,1,2,1931
9945,77,2,1,3,2001
9946,110,3,1,4,1932
9947,80,3,0,4,1958
9948,70,3,1,4,1902
9949,149,3,0,5,1906
9950,64,2,1,3,1931
9951,96,2,1,3,1975
9952,55,1,1,2,1965
